payment_id,loan_id,payment_date,payment_amount,payment_method,is_delayed
958,27,2022-02-03 17:05:27,141031.3833,Online,0
959,27,2022-03-03 17:05:27,141031.3833,Online,0
960,27,2022-04-03 17:05:27,141031.3833,Online,0
961,27,2022-05-03 17:05:27,141031.3833,Cheque,1
962,27,2022-06-03 17:05:27,141031.3833,Cheque,0
963,27,2022-07-03 17:05:27,141031.3833,Cheque,1
964,27,2022-08-03 17:05:27,141031.3833,Online,0
965,27,2022-09-03 17:05:27,141031.3833,Cash,0
966,27,2022-10-03 17:05:27,141031.3833,Online,0
967,27,2022-11-03 17:05:27,141031.3833,Cash,0
968,27,2022-12-03 17:05:27,141031.3833,Cheque,1
969,27,2023-01-03 17:05:27,141031.3833,Cash,0
970,27,2023-02-03 17:05:27,141031.3833,Cheque,0
971,27,2023-03-03 17:05:27,141031.3833,Online,1
972,27,2023-04-03 17:05:27,141031.3833,Online,0
973,27,2023-05-03 17:05:27,141031.3833,Cheque,0
974,27,2023-06-03 17:05:27,141031.3833,Cash,0
975,27,2023-07-03 17:05:27,141031.3833,Online,0
976,27,2023-08-03 17:05:27,141031.3833,Cash,1
977,27,2023-09-03 17:05:27,141031.3833,Cheque,0
978,27,2023-10-03 17:05:27,141031.3833,Cash,0
979,27,2023-11-03 17:05:27,141031.3833,Cheque,0
980,27,2023-12-03 17:05:27,141031.3833,Cheque,1
981,27,2024-01-03 17:05:27,141031.3833,Online,0
982,27,2024-02-03 17:05:27,141031.3833,Cash,0
983,27,2024-03-03 17:05:27,141031.3833,Cheque,0
984,27,2024-04-03 17:05:27,141031.3833,Online,0
985,27,2024-05-03 17:05:27,141031.3833,Cheque,0
986,27,2024-06-03 17:05:27,141031.3833,Online,0
987,27,2024-07-03 17:05:27,141031.3833,Cheque,0
988,27,2024-08-03 17:05:27,141031.3833,Online,0
989,27,2024-09-03 17:05:27,141031.3833,Cheque,0
990,27,2024-10-03 17:05:27,141031.3833,Cash,0
991,27,2024-11-03 17:05:27,141031.3833,Cash,0
992,27,2024-12-03 17:05:27,141031.3833,Cash,0
993,27,2025-01-03 17:05:27,141031.3833,Cash,0
994,27,2025-02-03 17:05:27,141031.3833,Online,1
995,27,2025-03-03 17:05:27,141031.3833,Cheque,0
996,27,2025-04-03 17:05:27,141031.3833,Cash,0
997,28,2023-01-12 21:46:31,108875.5333,Online,0
998,28,2023-02-12 21:46:31,108875.5333,Online,0
999,28,2023-03-12 21:46:31,108875.5333,Online,0
1000,28,2023-04-12 21:46:31,108875.5333,Cash,0
1001,28,2023-05-12 21:46:31,108875.5333,Online,0
1002,28,2023-06-12 21:46:31,108875.5333,Cash,0
1003,28,2023-07-12 21:46:31,108875.5333,Cheque,1
1004,28,2023-08-12 21:46:31,108875.5333,Cheque,0
1005,28,2023-09-12 21:46:31,108875.5333,Cash,0
1006,28,2023-10-12 21:46:31,108875.5333,Online,0
1007,28,2023-11-12 21:46:31,108875.5333,Online,0
1008,28,2023-12-12 21:46:31,108875.5333,Cheque,0
1009,28,2024-01-12 21:46:31,108875.5333,Online,0
1010,28,2024-02-12 21:46:31,108875.5333,Online,0
1011,28,2024-03-12 21:46:31,108875.5333,Cheque,0
1012,28,2024-04-12 21:46:31,108875.5333,Cheque,0
1013,28,2024-05-12 21:46:31,108875.5333,Online,0
1014,28,2024-06-12 21:46:31,108875.5333,Cash,0
1015,28,2024-07-12 21:46:31,108875.5333,Cash,0
1016,28,2024-08-12 21:46:31,108875.5333,Cheque,0
1017,28,2024-09-12 21:46:31,108875.5333,Cash,0
1018,28,2024-10-12 21:46:31,108875.5333,Online,1
1019,28,2024-11-12 21:46:31,108875.5333,Cheque,0
1020,28,2024-12-12 21:46:31,108875.5333,Cash,1
1021,28,2025-01-12 21:46:31,108875.5333,Cheque,0
1022,28,2025-02-12 21:46:31,108875.5333,Online,0
1023,28,2025-03-12 21:46:31,108875.5333,Cash,0
1024,28,2025-04-12 21:46:31,108875.5333,Online,0
1025,28,2025-05-12 21:46:31,108875.5333,Cheque,0
1026,28,2025-06-12 21:46:31,108875.5333,Cheque,1
1027,28,2025-07-12 21:46:31,108875.5333,Online,1
1028,28,2025-08-12 21:46:31,108875.5333,Cash,0
1029,28,2025-09-12 21:46:31,108875.5333,Online,0
1030,28,2025-10-12 21:46:31,108875.5333,Cash,0
1031,28,2025-11-12 21:46:31,108875.5333,Cash,0
1032,28,2025-12-12 21:46:31,108875.5333,Cash,1
1033,28,2026-01-12 21:46:31,108875.5333,Online,0
1034,28,2026-02-12 21:46:31,108875.5333,Cheque,0
1035,28,2026-03-12 21:46:31,108875.5333,Online,0
1036,28,2026-04-12 21:46:31,108875.5333,Cheque,0
1037,28,2026-05-12 21:46:31,108875.5333,Cheque,0
1038,28,2026-06-12 21:46:31,108875.5333,Cheque,0
1039,28,2026-07-12 21:46:31,108875.5333,Cash,0
1040,28,2026-08-12 21:46:31,108875.5333,Online,0
1041,28,2026-09-12 21:46:31,108875.5333,Cheque,0
1042,28,2026-10-12 21:46:31,108875.5333,Cheque,0
1043,28,2026-11-12 21:46:31,108875.5333,Cash,0
1044,28,2026-12-12 21:46:31,108875.5333,Cash,0
1045,28,2027-01-12 21:46:31,108875.5333,Cheque,0
1046,28,2027-02-12 21:46:31,108875.5333,Cash,0
1047,28,2027-03-12 21:46:31,108875.5333,Online,0
1048,28,2027-04-12 21:46:31,108875.5333,Cash,0
1049,28,2027-05-12 21:46:31,108875.5333,Online,0
1050,28,2027-06-12 21:46:31,108875.5333,Online,0
1051,28,2027-07-12 21:46:31,108875.5333,Online,0
1052,28,2027-08-12 21:46:31,108875.5333,Cash,0
1053,28,2027-09-12 21:46:31,108875.5333,Cash,0
1054,28,2027-10-12 21:46:31,108875.5333,Cheque,0
1055,28,2027-11-12 21:46:31,108875.5333,Online,0
1056,28,2027-12-12 21:46:31,108875.5333,Online,0
1057,29,2020-04-23 18:06:06,218602.7917,Online,0
1058,29,2020-05-23 18:06:06,218602.7917,Online,0
1059,29,2020-06-23 18:06:06,218602.7917,Cheque,0
1060,29,2020-07-23 18:06:06,218602.7917,Cheque,0
1061,29,2020-08-23 18:06:06,218602.7917,Cheque,1
1062,29,2020-09-23 18:06:06,218602.7917,Cheque,0
1063,29,2020-10-23 18:06:06,218602.7917,Cheque,0
1064,29,2020-11-23 18:06:06,218602.7917,Cash,0
1065,29,2020-12-23 18:06:06,218602.7917,Cheque,0
1066,29,2021-01-23 18:06:06,218602.7917,Cheque,0
1067,29,2021-02-23 18:06:06,218602.7917,Cash,0
1068,29,2021-03-23 18:06:06,218602.7917,Online,0
1069,29,2021-04-23 18:06:06,218602.7917,Cheque,0
1070,29,2021-05-23 18:06:06,218602.7917,Cash,0
1071,29,2021-06-23 18:06:06,218602.7917,Cheque,0
1072,29,2021-07-23 18:06:06,218602.7917,Online,0
1073,29,2021-08-23 18:06:06,218602.7917,Cheque,0
1074,29,2021-09-23 18:06:06,218602.7917,Cash,0
1075,29,2021-10-23 18:06:06,218602.7917,Online,0
1076,29,2021-11-23 18:06:06,218602.7917,Online,0
1077,29,2021-12-23 18:06:06,218602.7917,Cash,0
1078,29,2022-01-23 18:06:06,218602.7917,Cheque,0
1079,29,2022-02-23 18:06:06,218602.7917,Cheque,0
1080,29,2022-03-23 18:06:06,218602.7917,Cash,1
1081,30,2023-05-23 15:38:44,166744.25,Online,0
1082,30,2023-06-23 15:38:44,166744.25,Online,0
1083,30,2023-07-23 15:38:44,166744.25,Cash,1
1084,30,2023-08-23 15:38:44,166744.25,Cheque,0
1085,30,2023-09-23 15:38:44,166744.25,Cheque,0
1086,30,2023-10-23 15:38:44,166744.25,Cash,1
1087,30,2023-11-23 15:38:44,166744.25,Cheque,1
1088,30,2023-12-23 15:38:44,166744.25,Cash,0
1089,30,2024-01-23 15:38:44,166744.25,Cheque,0
1090,30,2024-02-23 15:38:44,166744.25,Cash,0
1091,30,2024-03-23 15:38:44,166744.25,Cash,0
1092,30,2024-04-23 15:38:44,166744.25,Cash,0
1093,30,2024-05-23 15:38:44,166744.25,Cash,0
1094,30,2024-06-23 15:38:44,166744.25,Cheque,0
1095,30,2024-07-23 15:38:44,166744.25,Cheque,0
1096,30,2024-08-23 15:38:44,166744.25,Cash,0
1097,30,2024-09-23 15:38:44,166744.25,Cash,0
1098,30,2024-10-23 15:38:44,166744.25,Online,0
1099,30,2024-11-23 15:38:44,166744.25,Cash,0
1100,30,2024-12-23 15:38:44,166744.25,Online,0
1101,30,2025-01-23 15:38:44,166744.25,Cheque,0
1102,30,2025-02-23 15:38:44,166744.25,Online,0
1103,30,2025-03-23 15:38:44,166744.25,Online,1
1104,30,2025-04-23 15:38:44,166744.25,Cheque,1
1105,30,2025-05-23 15:38:44,166744.25,Cheque,0
1106,30,2025-06-23 15:38:44,166744.25,Online,0
1107,30,2025-07-23 15:38:44,166744.25,Online,0
1108,30,2025-08-23 15:38:44,166744.25,Cheque,0
1109,30,2025-09-23 15:38:44,166744.25,Cheque,0
1110,30,2025-10-23 15:38:44,166744.25,Cash,0
1111,30,2025-11-23 15:38:44,166744.25,Online,1
1112,30,2025-12-23 15:38:44,166744.25,Cheque,0
1113,30,2026-01-23 15:38:44,166744.25,Cash,0
1114,30,2026-02-23 15:38:44,166744.25,Cash,1
1115,30,2026-03-23 15:38:44,166744.25,Cheque,0
1116,30,2026-04-23 15:38:44,166744.25,Cash,0
1117,31,2024-08-14 22:05:55,250315.0833,Cheque,1
1118,31,2024-09-14 22:05:55,250315.0833,Online,0
1119,31,2024-10-14 22:05:55,250315.0833,Online,0
1120,31,2024-11-14 22:05:55,250315.0833,Cash,0
1121,31,2024-12-14 22:05:55,250315.0833,Online,0
1122,31,2025-01-14 22:05:55,250315.0833,Online,0
1123,31,2025-02-14 22:05:55,250315.0833,Online,0
1124,31,2025-03-14 22:05:55,250315.0833,Online,0
1125,31,2025-04-14 22:05:55,250315.0833,Cash,0
1126,31,2025-05-14 22:05:55,250315.0833,Cheque,0
1127,31,2025-06-14 22:05:55,250315.0833,Cheque,0
1128,31,2025-07-14 22:05:55,250315.0833,Online,0
1129,31,2025-08-14 22:05:55,250315.0833,Online,0
1130,31,2025-09-14 22:05:55,250315.0833,Cash,0
1131,31,2025-10-14 22:05:55,250315.0833,Online,0
1132,31,2025-11-14 22:05:55,250315.0833,Online,1
1133,31,2025-12-14 22:05:55,250315.0833,Cash,1
1134,31,2026-01-14 22:05:55,250315.0833,Cheque,0
1135,31,2026-02-14 22:05:55,250315.0833,Cash,0
1136,31,2026-03-14 22:05:55,250315.0833,Cheque,0
1137,31,2026-04-14 22:05:55,250315.0833,Cheque,0
1138,31,2026-05-14 22:05:55,250315.0833,Cash,0
1139,31,2026-06-14 22:05:55,250315.0833,Cash,0
1140,31,2026-07-14 22:05:55,250315.0833,Online,0
1141,31,2026-08-14 22:05:55,250315.0833,Cash,1
1142,31,2026-09-14 22:05:55,250315.0833,Online,0
1143,31,2026-10-14 22:05:55,250315.0833,Online,0
1144,31,2026-11-14 22:05:55,250315.0833,Cash,1
1145,31,2026-12-14 22:05:55,250315.0833,Cash,0
1146,31,2027-01-14 22:05:55,250315.0833,Cheque,0
1147,31,2027-02-14 22:05:55,250315.0833,Cheque,0
1148,31,2027-03-14 22:05:55,250315.0833,Online,0
1149,31,2027-04-14 22:05:55,250315.0833,Cheque,0
1150,31,2027-05-14 22:05:55,250315.0833,Cheque,0
1151,31,2027-06-14 22:05:55,250315.0833,Online,0
1152,31,2027-07-14 22:05:55,250315.0833,Online,0
1153,32,2024-09-23 13:25:31,42721.02083,Cheque,0
1154,32,2024-10-23 13:25:31,42721.02083,Cash,0
1155,32,2024-11-23 13:25:31,42721.02083,Cheque,0
1156,32,2024-12-23 13:25:31,42721.02083,Cash,0
1157,32,2025-01-23 13:25:31,42721.02083,Cash,0
1158,32,2025-02-23 13:25:31,42721.02083,Online,0
1159,32,2025-03-23 13:25:31,42721.02083,Online,0
1160,32,2025-04-23 13:25:31,42721.02083,Cash,0
1161,32,2025-05-23 13:25:31,42721.02083,Online,0
1162,32,2025-06-23 13:25:31,42721.02083,Online,0
1163,32,2025-07-23 13:25:31,42721.02083,Online,1
1164,32,2025-08-23 13:25:31,42721.02083,Cheque,0
1165,32,2025-09-23 13:25:31,42721.02083,Cash,0
1166,32,2025-10-23 13:25:31,42721.02083,Cheque,0
1167,32,2025-11-23 13:25:31,42721.02083,Cheque,0
1168,32,2025-12-23 13:25:31,42721.02083,Cheque,0
1169,32,2026-01-23 13:25:31,42721.02083,Cheque,0
1170,32,2026-02-23 13:25:31,42721.02083,Cheque,0
1171,32,2026-03-23 13:25:31,42721.02083,Cheque,0
1172,32,2026-04-23 13:25:31,42721.02083,Cash,0
1173,32,2026-05-23 13:25:31,42721.02083,Online,0
1174,32,2026-06-23 13:25:31,42721.02083,Online,0
1175,32,2026-07-23 13:25:31,42721.02083,Online,0
1176,32,2026-08-23 13:25:31,42721.02083,Cash,0
1177,32,2026-09-23 13:25:31,42721.02083,Online,1
1178,32,2026-10-23 13:25:31,42721.02083,Cheque,0
1179,32,2026-11-23 13:25:31,42721.02083,Cash,0
1180,32,2026-12-23 13:25:31,42721.02083,Cash,0
1181,32,2027-01-23 13:25:31,42721.02083,Online,0
1182,32,2027-02-23 13:25:31,42721.02083,Cash,0
1183,32,2027-03-23 13:25:31,42721.02083,Cash,0
1184,32,2027-04-23 13:25:31,42721.02083,Online,0
1185,32,2027-05-23 13:25:31,42721.02083,Cash,0
1186,32,2027-06-23 13:25:31,42721.02083,Online,0
1187,32,2027-07-23 13:25:31,42721.02083,Cash,0
1188,32,2027-08-23 13:25:31,42721.02083,Cheque,0
1189,32,2027-09-23 13:25:31,42721.02083,Cash,0
1190,32,2027-10-23 13:25:31,42721.02083,Online,0
1191,32,2027-11-23 13:25:31,42721.02083,Cash,0
1192,32,2027-12-23 13:25:31,42721.02083,Cash,0
1193,32,2028-01-23 13:25:31,42721.02083,Cash,0
1194,32,2028-02-23 13:25:31,42721.02083,Online,0
1195,32,2028-03-23 13:25:31,42721.02083,Cheque,0
1196,32,2028-04-23 13:25:31,42721.02083,Online,0
1197,32,2028-05-23 13:25:31,42721.02083,Online,0
1198,32,2028-06-23 13:25:31,42721.02083,Cheque,0
1199,32,2028-07-23 13:25:31,42721.02083,Cash,1
1200,32,2028-08-23 13:25:31,42721.02083,Cheque,0
1201,33,2022-12-23 18:13:00,155857.2333,Online,0
1202,33,2023-01-23 18:13:00,155857.2333,Online,0
1203,33,2023-02-23 18:13:00,155857.2333,Online,1
1204,33,2023-03-23 18:13:00,155857.2333,Online,0
1205,33,2023-04-23 18:13:00,155857.2333,Cheque,0
1206,33,2023-05-23 18:13:00,155857.2333,Cheque,0
1207,33,2023-06-23 18:13:00,155857.2333,Cash,0
1208,33,2023-07-23 18:13:00,155857.2333,Online,1
1209,33,2023-08-23 18:13:00,155857.2333,Cash,0
1210,33,2023-09-23 18:13:00,155857.2333,Cash,1
1211,33,2023-10-23 18:13:00,155857.2333,Cash,0
1212,33,2023-11-23 18:13:00,155857.2333,Cheque,0
1213,33,2023-12-23 18:13:00,155857.2333,Cheque,0
1214,33,2024-01-23 18:13:00,155857.2333,Cheque,0
1215,33,2024-02-23 18:13:00,155857.2333,Cheque,0
1216,33,2024-03-23 18:13:00,155857.2333,Cheque,0
1217,33,2024-04-23 18:13:00,155857.2333,Online,1
1218,33,2024-05-23 18:13:00,155857.2333,Online,0
1219,33,2024-06-23 18:13:00,155857.2333,Cash,0
1220,33,2024-07-23 18:13:00,155857.2333,Online,0
1221,33,2024-08-23 18:13:00,155857.2333,Cheque,0
1222,33,2024-09-23 18:13:00,155857.2333,Cash,0
1223,33,2024-10-23 18:13:00,155857.2333,Cash,0
1224,33,2024-11-23 18:13:00,155857.2333,Online,0
1225,33,2024-12-23 18:13:00,155857.2333,Online,0
1226,33,2025-01-23 18:13:00,155857.2333,Cheque,0
1227,33,2025-02-23 18:13:00,155857.2333,Cash,0
1228,33,2025-03-23 18:13:00,155857.2333,Cash,0
1229,33,2025-04-23 18:13:00,155857.2333,Online,0
1230,33,2025-05-23 18:13:00,155857.2333,Cash,0
1231,33,2025-06-23 18:13:00,155857.2333,Cheque,0
1232,33,2025-07-23 18:13:00,155857.2333,Online,0
1233,33,2025-08-23 18:13:00,155857.2333,Cash,1
1234,33,2025-09-23 18:13:00,155857.2333,Online,0
1235,33,2025-10-23 18:13:00,155857.2333,Online,0
1236,33,2025-11-23 18:13:00,155857.2333,Cheque,0
1237,33,2025-12-23 18:13:00,155857.2333,Cheque,0
1238,33,2026-01-23 18:13:00,155857.2333,Cash,0
1239,33,2026-02-23 18:13:00,155857.2333,Online,0
1240,33,2026-03-23 18:13:00,155857.2333,Online,1
1241,33,2026-04-23 18:13:00,155857.2333,Cheque,0
1242,33,2026-05-23 18:13:00,155857.2333,Online,0
1243,33,2026-06-23 18:13:00,155857.2333,Cheque,0
1244,33,2026-07-23 18:13:00,155857.2333,Online,0
1245,33,2026-08-23 18:13:00,155857.2333,Cash,1
1246,33,2026-09-23 18:13:00,155857.2333,Online,0
1247,33,2026-10-23 18:13:00,155857.2333,Cheque,0
1248,33,2026-11-23 18:13:00,155857.2333,Online,1
1249,33,2026-12-23 18:13:00,155857.2333,Online,0
1250,33,2027-01-23 18:13:00,155857.2333,Cash,0
1251,33,2027-02-23 18:13:00,155857.2333,Cash,0
1252,33,2027-03-23 18:13:00,155857.2333,Cheque,0
1253,33,2027-04-23 18:13:00,155857.2333,Cheque,0
1254,33,2027-05-23 18:13:00,155857.2333,Cheque,0
1255,33,2027-06-23 18:13:00,155857.2333,Cheque,0
1256,33,2027-07-23 18:13:00,155857.2333,Online,1
1257,33,2027-08-23 18:13:00,155857.2333,Cash,0
1258,33,2027-09-23 18:13:00,155857.2333,Cash,0
1259,33,2027-10-23 18:13:00,155857.2333,Online,0
1260,33,2027-11-23 18:13:00,155857.2333,Cash,0
1261,34,2024-06-05 09:36:01,228928.5833,Cheque,1
1262,34,2024-07-05 09:36:01,228928.5833,Online,0
1263,34,2024-08-05 09:36:01,228928.5833,Online,0
1264,34,2024-09-05 09:36:01,228928.5833,Online,0
1265,34,2024-10-05 09:36:01,228928.5833,Cheque,1
1266,34,2024-11-05 09:36:01,228928.5833,Cash,1
1267,34,2024-12-05 09:36:01,228928.5833,Online,0
1268,34,2025-01-05 09:36:01,228928.5833,Cash,0
1269,34,2025-02-05 09:36:01,228928.5833,Online,0
1270,34,2025-03-05 09:36:01,228928.5833,Cheque,0
1271,34,2025-04-05 09:36:01,228928.5833,Cheque,1
1272,34,2025-05-05 09:36:01,228928.5833,Online,0
1273,35,2021-08-29 14:50:02,155018.8333,Cheque,0
1274,35,2021-09-29 14:50:02,155018.8333,Cheque,0
1275,35,2021-10-29 14:50:02,155018.8333,Cash,0
1276,35,2021-11-29 14:50:02,155018.8333,Cheque,0
1277,35,2021-12-29 14:50:02,155018.8333,Cheque,0
1278,35,2022-01-29 14:50:02,155018.8333,Online,0
1279,35,2022-02-28 14:50:02,155018.8333,Cash,0
1280,35,2022-03-29 14:50:02,155018.8333,Online,0
1281,35,2022-04-29 14:50:02,155018.8333,Online,0
1282,35,2022-05-29 14:50:02,155018.8333,Cheque,0
1283,35,2022-06-29 14:50:02,155018.8333,Cheque,0
1284,35,2022-07-29 14:50:02,155018.8333,Cheque,0
1285,35,2022-08-29 14:50:02,155018.8333,Cash,0
1286,35,2022-09-29 14:50:02,155018.8333,Cheque,0
1287,35,2022-10-29 14:50:02,155018.8333,Cash,0
1288,35,2022-11-29 14:50:02,155018.8333,Cheque,0
1289,35,2022-12-29 14:50:02,155018.8333,Online,0
1290,35,2023-01-29 14:50:02,155018.8333,Cash,0
1291,35,2023-02-28 14:50:02,155018.8333,Cheque,0
1292,35,2023-03-29 14:50:02,155018.8333,Cheque,1
1293,35,2023-04-29 14:50:02,155018.8333,Cheque,1
1294,35,2023-05-29 14:50:02,155018.8333,Cheque,0
1295,35,2023-06-29 14:50:02,155018.8333,Cheque,0
1296,35,2023-07-29 14:50:02,155018.8333,Online,0
1297,35,2023-08-29 14:50:02,155018.8333,Cash,0
1298,35,2023-09-29 14:50:02,155018.8333,Online,0
1299,35,2023-10-29 14:50:02,155018.8333,Cheque,0
1300,35,2023-11-29 14:50:02,155018.8333,Cash,1
1301,35,2023-12-29 14:50:02,155018.8333,Cheque,0
1302,35,2024-01-29 14:50:02,155018.8333,Cheque,1
1303,35,2024-02-29 14:50:02,155018.8333,Cash,1
1304,35,2024-03-29 14:50:02,155018.8333,Cheque,0
1305,35,2024-04-29 14:50:02,155018.8333,Cash,0
1306,35,2024-05-29 14:50:02,155018.8333,Online,0
1307,35,2024-06-29 14:50:02,155018.8333,Cheque,0
1308,35,2024-07-29 14:50:02,155018.8333,Cheque,0
1309,35,2024-08-29 14:50:02,155018.8333,Online,0
1310,35,2024-09-29 14:50:02,155018.8333,Cheque,0
1311,35,2024-10-29 14:50:02,155018.8333,Online,0
1312,35,2024-11-29 14:50:02,155018.8333,Online,0
1313,35,2024-12-29 14:50:02,155018.8333,Cheque,0
1314,35,2025-01-29 14:50:02,155018.8333,Cheque,0
1315,35,2025-02-28 14:50:02,155018.8333,Online,0
1316,35,2025-03-29 14:50:02,155018.8333,Online,0
1317,35,2025-04-29 14:50:02,155018.8333,Online,0
1318,35,2025-05-29 14:50:02,155018.8333,Cash,0
1319,35,2025-06-29 14:50:02,155018.8333,Cash,0
1320,35,2025-07-29 14:50:02,155018.8333,Online,0
1321,35,2025-08-29 14:50:02,155018.8333,Cheque,0
1322,35,2025-09-29 14:50:02,155018.8333,Cash,0
1323,35,2025-10-29 14:50:02,155018.8333,Online,0
1324,35,2025-11-29 14:50:02,155018.8333,Cheque,1
1325,35,2025-12-29 14:50:02,155018.8333,Online,1
1326,35,2026-01-29 14:50:02,155018.8333,Cash,0
1327,35,2026-02-28 14:50:02,155018.8333,Cheque,1
1328,35,2026-03-29 14:50:02,155018.8333,Cheque,0
1329,35,2026-04-29 14:50:02,155018.8333,Cheque,0
1330,35,2026-05-29 14:50:02,155018.8333,Online,0
1331,35,2026-06-29 14:50:02,155018.8333,Cheque,0
1332,35,2026-07-29 14:50:02,155018.8333,Cheque,1
1333,36,2022-03-13 16:52:46,154038.3333,Online,0
1334,36,2022-04-13 16:52:46,154038.3333,Cheque,0
1335,36,2022-05-13 16:52:46,154038.3333,Cash,0
1336,36,2022-06-13 16:52:46,154038.3333,Online,0
1337,36,2022-07-13 16:52:46,154038.3333,Cheque,1
1338,36,2022-08-13 16:52:46,154038.3333,Online,0
1339,36,2022-09-13 16:52:46,154038.3333,Online,0
1340,36,2022-10-13 16:52:46,154038.3333,Online,0
1341,36,2022-11-13 16:52:46,154038.3333,Online,0
1342,36,2022-12-13 16:52:46,154038.3333,Cheque,0
1343,36,2023-01-13 16:52:46,154038.3333,Cheque,0
1344,36,2023-02-13 16:52:46,154038.3333,Cash,1
1345,36,2023-03-13 16:52:46,154038.3333,Cheque,1
1346,36,2023-04-13 16:52:46,154038.3333,Online,0
1347,36,2023-05-13 16:52:46,154038.3333,Cash,0
1348,36,2023-06-13 16:52:46,154038.3333,Online,0
1349,36,2023-07-13 16:52:46,154038.3333,Cash,0
1350,36,2023-08-13 16:52:46,154038.3333,Cash,0
1351,36,2023-09-13 16:52:46,154038.3333,Cash,0
1352,36,2023-10-13 16:52:46,154038.3333,Cheque,0
1353,36,2023-11-13 16:52:46,154038.3333,Online,0
1354,36,2023-12-13 16:52:46,154038.3333,Cheque,1
1355,36,2024-01-13 16:52:46,154038.3333,Online,0
1356,36,2024-02-13 16:52:46,154038.3333,Cheque,0
1357,36,2024-03-13 16:52:46,154038.3333,Online,0
1358,36,2024-04-13 16:52:46,154038.3333,Cash,0
1359,36,2024-05-13 16:52:46,154038.3333,Online,0
1360,36,2024-06-13 16:52:46,154038.3333,Online,0
1361,36,2024-07-13 16:52:46,154038.3333,Online,0
1362,36,2024-08-13 16:52:46,154038.3333,Cash,1
1363,36,2024-09-13 16:52:46,154038.3333,Cheque,0
1364,36,2024-10-13 16:52:46,154038.3333,Cheque,0
1365,36,2024-11-13 16:52:46,154038.3333,Online,0
1366,36,2024-12-13 16:52:46,154038.3333,Cash,0
1367,36,2025-01-13 16:52:46,154038.3333,Online,0
1368,36,2025-02-13 16:52:46,154038.3333,Cash,0
1369,36,2025-03-13 16:52:46,154038.3333,Cheque,1
1370,36,2025-04-13 16:52:46,154038.3333,Cheque,0
1371,36,2025-05-13 16:52:46,154038.3333,Cash,0
1372,36,2025-06-13 16:52:46,154038.3333,Online,0
1373,36,2025-07-13 16:52:46,154038.3333,Online,0
1374,36,2025-08-13 16:52:46,154038.3333,Cash,0
1375,36,2025-09-13 16:52:46,154038.3333,Online,0
1376,36,2025-10-13 16:52:46,154038.3333,Cheque,0
1377,36,2025-11-13 16:52:46,154038.3333,Online,0
1378,36,2025-12-13 16:52:46,154038.3333,Cheque,0
1379,36,2026-01-13 16:52:46,154038.3333,Cash,0
1380,36,2026-02-13 16:52:46,154038.3333,Cash,0
1381,36,2026-03-13 16:52:46,154038.3333,Cash,1
1382,36,2026-04-13 16:52:46,154038.3333,Cheque,0
1383,36,2026-05-13 16:52:46,154038.3333,Online,0
1384,36,2026-06-13 16:52:46,154038.3333,Online,1
1385,36,2026-07-13 16:52:46,154038.3333,Cheque,0
1386,36,2026-08-13 16:52:46,154038.3333,Cash,1
1387,36,2026-09-13 16:52:46,154038.3333,Online,0
1388,36,2026-10-13 16:52:46,154038.3333,Cash,0
1389,36,2026-11-13 16:52:46,154038.3333,Cheque,0
1390,36,2026-12-13 16:52:46,154038.3333,Online,0
1391,36,2027-01-13 16:52:46,154038.3333,Cash,1
1392,36,2027-02-13 16:52:46,154038.3333,Cheque,0
1393,37,2024-11-21 17:18:42,199995.1042,Cash,0
1394,37,2024-12-21 17:18:42,199995.1042,Cheque,0
1395,37,2025-01-21 17:18:42,199995.1042,Cheque,1
1396,37,2025-02-21 17:18:42,199995.1042,Cheque,0
1397,37,2025-03-21 17:18:42,199995.1042,Cheque,0
1398,37,2025-04-21 17:18:42,199995.1042,Cash,0
1399,37,2025-05-21 17:18:42,199995.1042,Cheque,0
1400,37,2025-06-21 17:18:42,199995.1042,Online,0
1401,37,2025-07-21 17:18:42,199995.1042,Cheque,0
1402,37,2025-08-21 17:18:42,199995.1042,Cash,0
1403,37,2025-09-21 17:18:42,199995.1042,Online,0
1404,37,2025-10-21 17:18:42,199995.1042,Cash,0
1405,37,2025-11-21 17:18:42,199995.1042,Cash,0
1406,37,2025-12-21 17:18:42,199995.1042,Cash,0
1407,37,2026-01-21 17:18:42,199995.1042,Online,0
1408,37,2026-02-21 17:18:42,199995.1042,Cheque,0
1409,37,2026-03-21 17:18:42,199995.1042,Online,0
1410,37,2026-04-21 17:18:42,199995.1042,Cheque,0
1411,37,2026-05-21 17:18:42,199995.1042,Cheque,0
1412,37,2026-06-21 17:18:42,199995.1042,Cash,0
1413,37,2026-07-21 17:18:42,199995.1042,Cash,0
1414,37,2026-08-21 17:18:42,199995.1042,Cheque,0
1415,37,2026-09-21 17:18:42,199995.1042,Online,0
1416,37,2026-10-21 17:18:42,199995.1042,Online,0
1417,37,2026-11-21 17:18:42,199995.1042,Online,1
1418,37,2026-12-21 17:18:42,199995.1042,Online,0
1419,37,2027-01-21 17:18:42,199995.1042,Cheque,0
1420,37,2027-02-21 17:18:42,199995.1042,Cash,0
1421,37,2027-03-21 17:18:42,199995.1042,Cash,0
1422,37,2027-04-21 17:18:42,199995.1042,Cheque,0
1423,37,2027-05-21 17:18:42,199995.1042,Online,1
1424,37,2027-06-21 17:18:42,199995.1042,Cash,0
1425,37,2027-07-21 17:18:42,199995.1042,Online,0
